state,state_code,state_name,county_code,county_name,visited,date
IL,17,Illinois,81,Jefferson County,0,
IL,17,Illinois,83,Jersey County,0,
IL,17,Illinois,85,Jo Daviess County,0,
IL,17,Illinois,87,Johnson County,0,
IL,17,Illinois,89,Kane County,0,
IL,17,Illinois,91,Kankakee County,0,
IL,17,Illinois,93,Kendall County,0,
IL,17,Illinois,95,Knox County,0,
IL,17,Illinois,97,Lake County,0,
IL,17,Illinois,99,LaSalle County,0,
IL,17,Illinois,101,Lawrence County,0,
IL,17,Illinois,103,Lee County,0,
IL,17,Illinois,105,Livingston County,0,
IL,17,Illinois,107,Logan County,0,
IL,17,Illinois,109,McDonough County,0,
IL,17,Illinois,111,McHenry County,0,
IL,17,Illinois,113,McLean County,0,
IL,17,Illinois,115,Macon County,0,
IL,17,Illinois,117,Macoupin County,0,
IL,17,Illinois,119,Madison County,0,
IL,17,Illinois,121,Marion County,0,
IL,17,Illinois,123,Marshall County,0,
IL,17,Illinois,125,Mason County,0,
IL,17,Illinois,127,Massac County,0,
IL,17,Illinois,129,Menard County,0,
IL,17,Illinois,131,Mercer County,0,
IL,17,Illinois,133,Monroe County,0,
IL,17,Illinois,135,Montgomery County,0,
IL,17,Illinois,137,Morgan County,0,
IL,17,Illinois,139,Moultrie County,0,
IL,17,Illinois,141,Ogle County,0,
IL,17,Illinois,143,Peoria County,0,
IL,17,Illinois,145,Perry County,0,
IL,17,Illinois,147,Piatt County,0,
IL,17,Illinois,149,Pike County,0,
IL,17,Illinois,151,Pope County,0,
IL,17,Illinois,153,Pulaski County,0,
IL,17,Illinois,155,Putnam County,0,
IL,17,Illinois,157,Randolph County,0,
IL,17,Illinois,159,Richland County,0,
IL,17,Illinois,161,Rock Island County,0,
IL,17,Illinois,163,St. Clair County,0,
IL,17,Illinois,165,Saline County,0,
IL,17,Illinois,167,Sangamon County,0,
IL,17,Illinois,169,Schuyler County,0,
IL,17,Illinois,171,Scott County,0,
IL,17,Illinois,173,Shelby County,0,
IL,17,Illinois,175,Stark County,0,
IL,17,Illinois,177,Stephenson County,0,
IL,17,Illinois,179,Tazewell County,0,
IL,17,Illinois,181,Union County,0,
IL,17,Illinois,183,Vermilion County,0,
IL,17,Illinois,185,Wabash County,0,
IL,17,Illinois,187,Warren County,0,
IL,17,Illinois,189,Washington County,0,
IL,17,Illinois,191,Wayne County,0,
IL,17,Illinois,193,White County,0,
IL,17,Illinois,195,Whiteside County,0,
IL,17,Illinois,197,Will County,0,
IL,17,Illinois,199,Williamson County,0,
IL,17,Illinois,201,Winnebago County,0,
IL,17,Illinois,203,Woodford County,0,
IN,18,Indiana,1,Adams County,0,
IN,18,Indiana,3,Allen County,0,
IN,18,Indiana,5,Bartholomew County,0,
IN,18,Indiana,7,Benton County,0,
IN,18,Indiana,9,Blackford County,0,
IN,18,Indiana,11,Boone County,0,
IN,18,Indiana,13,Brown County,0,
IN,18,Indiana,15,Carroll County,0,
IN,18,Indiana,17,Cass County,0,
IN,18,Indiana,19,Clark County,0,
IN,18,Indiana,21,Clay County,0,
IN,18,Indiana,23,Clinton County,0,
IN,18,Indiana,25,Crawford County,0,
IN,18,Indiana,27,Daviess County,0,
IN,18,Indiana,29,Dearborn County,0,
IN,18,Indiana,31,Decatur County,0,
IN,18,Indiana,33,DeKalb County,0,
IN,18,Indiana,35,Delaware County,0,
IN,18,Indiana,37,Dubois County,0,
IN,18,Indiana,39,Elkhart County,0,
IN,18,Indiana,41,Fayette County,0,
IN,18,Indiana,43,Floyd County,0,
IN,18,Indiana,45,Fountain County,0,
IN,18,Indiana,47,Franklin County,0,
IN,18,Indiana,49,Fulton County,0,
IN,18,Indiana,51,Gibson County,0,
IN,18,Indiana,53,Grant County,0,
IN,18,Indiana,55,Greene County,0,
IN,18,Indiana,57,Hamilton County,0,
IN,18,Indiana,59,Hancock County,0,
IN,18,Indiana,61,Harrison County,0,
IN,18,Indiana,63,Hendricks County,0,
IN,18,Indiana,65,Henry County,0,
IN,18,Indiana,67,Howard County,0,
IN,18,Indiana,69,Huntington County,0,
IN,18,Indiana,71,Jackson County,0,
IN,18,Indiana,73,Jasper County,0,
IN,18,Indiana,75,Jay County,0,
IN,18,Indiana,77,Jefferson County,0,
IN,18,Indiana,79,Jennings County,0,
IN,18,Indiana,81,Johnson County,0,
IN,18,Indiana,83,Knox County,0,
IN,18,Indiana,85,Kosciusko County,0,
IN,18,Indiana,87,LaGrange County,0,
IN,18,Indiana,89,Lake County,0,
IN,18,Indiana,91,LaPorte County,0,
IN,18,Indiana,93,Lawrence County,0,
IN,18,Indiana,95,Madison County,0,
IN,18,Indiana,97,Marion County,0,
IN,18,Indiana,99,Marshall County,0,
IN,18,Indiana,101,Martin County,0,
IN,18,Indiana,103,Miami County,0,
IN,18,Indiana,105,Monroe County,0,
IN,18,Indiana,107,Montgomery County,0,
IN,18,Indiana,109,Morgan County,0,
IN,18,Indiana,111,Newton County,0,
IN,18,Indiana,113,Noble County,0,
IN,18,Indiana,115,Ohio County,0,
IN,18,Indiana,117,Orange County,0,
IN,18,Indiana,119,Owen County,0,
IN,18,Indiana,121,Parke County,0,
IN,18,Indiana,123,Perry County,0,
IN,18,Indiana,125,Pike County,0,
IN,18,Indiana,127,Porter County,0,
IN,18,Indiana,129,Posey County,0,
IN,18,Indiana,131,Pulaski County,0,
IN,18,Indiana,133,Putnam County,0,
IN,18,Indiana,135,Randolph County,0,
IN,18,Indiana,137,Ripley County,0,
IN,18,Indiana,139,Rush County,0,
IN,18,Indiana,141,St. Joseph County,0,
IN,18,Indiana,143,Scott County,0,
IN,18,Indiana,145,Shelby County,0,
IN,18,Indiana,147,Spencer County,0,
IN,18,Indiana,149,Starke County,0,
IN,18,Indiana,151,Steuben County,0,
IN,18,Indiana,153,Sullivan County,0,
IN,18,Indiana,155,Switzerland County,0,
IN,18,Indiana,157,Tippecanoe County,0,
IN,18,Indiana,159,Tipton County,0,
IN,18,Indiana,161,Union County,0,
IN,18,Indiana,163,Vanderburgh County,0,
IN,18,Indiana,165,Vermillion County,0,
IN,18,Indiana,167,Vigo County,0,
IN,18,Indiana,169,Wabash County,0,
IN,18,Indiana,171,Warren County,0,
IN,18,Indiana,173,Warrick County,0,
IN,18,Indiana,175,Washington County,0,
IN,18,Indiana,177,Wayne County,0,
IN,18,Indiana,179,Wells County,0,
IN,18,Indiana,181,White County,0,
IN,18,Indiana,183,Whitley County,0,
IA,19,Iowa,1,Adair County,0,
IA,19,Iowa,3,Adams County,0,
IA,19,Iowa,5,Allamakee County,0,
IA,19,Iowa,7,Appanoose County,0,
IA,19,Iowa,9,Audubon County,0,
IA,19,Iowa,11,Benton County,0,
IA,19,Iowa,13,Black Hawk County,0,
IA,19,Iowa,15,Boone County,0,
IA,19,Iowa,17,Bremer County,0,
IA,19,Iowa,19,Buchanan County,0,
IA,19,Iowa,21,Buena Vista County,0,
IA,19,Iowa,23,Butler County,0,
IA,19,Iowa,25,Calhoun County,0,
IA,19,Iowa,27,Carroll County,0,
IA,19,Iowa,29,Cass County,0,
IA,19,Iowa,31,Cedar County,0,
IA,19,Iowa,33,Cerro Gordo County,0,
IA,19,Iowa,35,Cherokee County,0,
IA,19,Iowa,37,Chickasaw County,0,
IA,19,Iowa,39,Clarke County,0,
IA,19,Iowa,41,Clay County,0,
IA,19,Iowa,43,Clayton County,0,
IA,19,Iowa,45,Clinton County,0,
IA,19,Iowa,47,Crawford County,0,
IA,19,Iowa,49,Dallas County,0,
IA,19,Iowa,51,Davis County,0,
IA,19,Iowa,53,Decatur County,0,
IA,19,Iowa,55,Delaware County,0,
IA,19,Iowa,57,Des Moines County,0,
IA,19,Iowa,59,Dickinson County,0,
IA,19,Iowa,61,Dubuque County,0,
IA,19,Iowa,63,Emmet County,0,
IA,19,Iowa,65,Fayette County,0,
IA,19,Iowa,67,Floyd County,0,
IA,19,Iowa,69,Franklin County,0,
IA,19,Iowa,71,Fremont County,0,
IA,19,Iowa,73,Greene County,0,
IA,19,Iowa,75,Grundy County,0,
IA,19,Iowa,77,Guthrie County,0,
IA,19,Iowa,79,Hamilton County,0,
IA,19,Iowa,81,Hancock County,0,
IA,19,Iowa,83,Hardin County,0,
IA,19,Iowa,85,Harrison County,0,
IA,19,Iowa,87,Henry County,0,
IA,19,Iowa,89,Howard County,0,
IA,19,Iowa,91,Humboldt County,0,
IA,19,Iowa,93,Ida County,0,
IA,19,Iowa,95,Iowa County,0,
IA,19,Iowa,97,Jackson County,0,
IA,19,Iowa,99,Jasper County,0,
IA,19,Iowa,101,Jefferson County,0,
IA,19,Iowa,103,Johnson County,0,
IA,19,Iowa,105,Jones County,0,
IA,19,Iowa,107,Keokuk County,0,
IA,19,Iowa,109,Kossuth County,0,
IA,19,Iowa,111,Lee County,0,
IA,19,Iowa,113,Linn County,0,
IA,19,Iowa,115,Louisa County,0,
IA,19,Iowa,117,Lucas County,0,
IA,19,Iowa,119,Lyon County,0,
IA,19,Iowa,121,Madison County,0,
IA,19,Iowa,123,Mahaska County,0,
IA,19,Iowa,125,Marion County,0,
IA,19,Iowa,127,Marshall County,0,
IA,19,Iowa,129,Mills County,0,
IA,19,Iowa,131,Mitchell County,0,
IA,19,Iowa,133,Monona County,0,
IA,19,Iowa,135,Monroe County,0,
IA,19,Iowa,137,Montgomery County,0,
IA,19,Iowa,139,Muscatine County,0,
IA,19,Iowa,141,O'Brien County,0,
IA,19,Iowa,143,Osceola County,0,
IA,19,Iowa,145,Page County,0,
IA,19,Iowa,147,Palo Alto County,0,
IA,19,Iowa,149,Plymouth County,0,
IA,19,Iowa,151,Pocahontas County,0,
IA,19,Iowa,153,Polk County,0,
RI,44,Rhode Island,5,Newport County,1,
IA,19,Iowa,157,Poweshiek County,0,
IA,19,Iowa,159,Ringgold County,0,
IA,19,Iowa,161,Sac County,0,
IA,19,Iowa,163,Scott County,0,
IA,19,Iowa,165,Shelby County,0,
IA,19,Iowa,167,Sioux County,0,
IA,19,Iowa,169,Story County,0,
IA,19,Iowa,171,Tama County,0,
IA,19,Iowa,173,Taylor County,0,
IA,19,Iowa,175,Union County,0,
IA,19,Iowa,177,Van Buren County,0,
IA,19,Iowa,179,Wapello County,0,
IA,19,Iowa,181,Warren County,0,
IA,19,Iowa,183,Washington County,0,
IA,19,Iowa,185,Wayne County,0,
IA,19,Iowa,187,Webster County,0,
IA,19,Iowa,189,Winnebago County,0,
IA,19,Iowa,191,Winneshiek County,0,
IA,19,Iowa,193,Woodbury County,0,
IA,19,Iowa,195,Worth County,0,
IA,19,Iowa,197,Wright County,0,
KS,20,Kansas,1,Allen County,0,
KS,20,Kansas,3,Anderson County,0,
KS,20,Kansas,5,Atchison County,0,
KS,20,Kansas,7,Barber County,0,
KS,20,Kansas,9,Barton County,0,
KS,20,Kansas,11,Bourbon County,0,
KS,20,Kansas,13,Brown County,0,
KS,20,Kansas,15,Butler County,0,
KS,20,Kansas,17,Chase County,0,
KS,20,Kansas,19,Chautauqua County,0,
KS,20,Kansas,21,Cherokee County,0,
KS,20,Kansas,23,Cheyenne County,0,
KS,20,Kansas,25,Clark County,0,
KS,20,Kansas,27,Clay County,0,
KS,20,Kansas,29,Cloud County,0,
KS,20,Kansas,31,Coffey County,0,
KS,20,Kansas,33,Comanche County,0,
KS,20,Kansas,35,Cowley County,0,
KS,20,Kansas,37,Crawford County,0,
KS,20,Kansas,39,Decatur County,0,
KS,20,Kansas,41,Dickinson County,0,
KS,20,Kansas,43,Doniphan County,0,
KS,20,Kansas,45,Douglas County,0,
KS,20,Kansas,47,Edwards County,0,
KS,20,Kansas,49,Elk County,0,
KS,20,Kansas,51,Ellis County,0,
KS,20,Kansas,53,Ellsworth County,0,
KS,20,Kansas,55,Finney County,0,
KS,20,Kansas,57,Ford County,0,
KS,20,Kansas,59,Franklin County,0,
KS,20,Kansas,61,Geary County,0,
KS,20,Kansas,63,Gove County,0,
KS,20,Kansas,65,Graham County,0,
KS,20,Kansas,67,Grant County,0,
KS,20,Kansas,69,Gray County,0,
KS,20,Kansas,71,Greeley County,0,
KS,20,Kansas,73,Greenwood County,0,
KS,20,Kansas,75,Hamilton County,0,
KS,20,Kansas,77,Harper County,0,
KS,20,Kansas,79,Harvey County,0,
KS,20,Kansas,81,Haskell County,0,
KS,20,Kansas,83,Hodgeman County,0,
KS,20,Kansas,85,Jackson County,0,
KS,20,Kansas,87,Jefferson County,0,
KS,20,Kansas,89,Jewell County,0,
KS,20,Kansas,91,Johnson County,0,
KS,20,Kansas,93,Kearny County,0,
KS,20,Kansas,95,Kingman County,0,
KS,20,Kansas,97,Kiowa County,0,
KS,20,Kansas,99,Labette County,0,
KS,20,Kansas,101,Lane County,0,
KS,20,Kansas,103,Leavenworth County,0,
KS,20,Kansas,105,Lincoln County,0,
KS,20,Kansas,107,Linn County,0,
KS,20,Kansas,109,Logan County,0,
KS,20,Kansas,111,Lyon County,0,
KS,20,Kansas,113,McPherson County,0,
KS,20,Kansas,115,Marion County,0,
KS,20,Kansas,117,Marshall County,0,
KS,20,Kansas,119,Meade County,0,
KS,20,Kansas,121,Miami County,0,
KS,20,Kansas,123,Mitchell County,0,
KS,20,Kansas,125,Montgomery County,0,
KS,20,Kansas,127,Morris County,0,
KS,20,Kansas,129,Morton County,0,
KS,20,Kansas,131,Nemaha County,0,
KS,20,Kansas,133,Neosho County,0,
KS,20,Kansas,135,Ness County,0,
KS,20,Kansas,137,Norton County,0,
KS,20,Kansas,139,Osage County,0,
KS,20,Kansas,141,Osborne County,0,
KS,20,Kansas,143,Ottawa County,0,
KS,20,Kansas,145,Pawnee County,0,
KS,20,Kansas,147,Phillips County,0,
KS,20,Kansas,149,Pottawatomie County,0,
KS,20,Kansas,151,Pratt County,0,
KS,20,Kansas,153,Rawlins County,0,
KS,20,Kansas,155,Reno County,0,
KS,20,Kansas,157,Republic County,0,
KS,20,Kansas,159,Rice County,0,
KS,20,Kansas,161,Riley County,0,
KS,20,Kansas,163,Rooks County,0,
KS,20,Kansas,165,Rush County,0,
KS,20,Kansas,167,Russell County,0,
KS,20,Kansas,169,Saline County,0,
KS,20,Kansas,171,Scott County,0,
KS,20,Kansas,173,Sedgwick County,0,
KS,20,Kansas,175,Seward County,0,
KS,20,Kansas,177,Shawnee County,0,
KS,20,Kansas,179,Sheridan County,0,
KS,20,Kansas,181,Sherman County,0,
KS,20,Kansas,183,Smith County,0,
KS,20,Kansas,185,Stafford County,0,
KS,20,Kansas,187,Stanton County,0,
KS,20,Kansas,189,Stevens County,0,
KS,20,Kansas,191,Sumner County,0,
KS,20,Kansas,193,Thomas County,0,
KS,20,Kansas,195,Trego County,0,
KS,20,Kansas,197,Wabaunsee County,0,
KS,20,Kansas,199,Wallace County,0,
KS,20,Kansas,201,Washington County,0,
KS,20,Kansas,203,Wichita County,0,
KS,20,Kansas,205,Wilson County,0,
KS,20,Kansas,207,Woodson County,0,
KS,20,Kansas,209,Wyandotte County,0,
KY,21,Kentucky,1,Adair County,0,
KY,21,Kentucky,3,Allen County,0,
KY,21,Kentucky,5,Anderson County,0,
KY,21,Kentucky,7,Ballard County,0,
KY,21,Kentucky,9,Barren County,0,
KY,21,Kentucky,11,Bath County,0,
KY,21,Kentucky,13,Bell County,0,
KY,21,Kentucky,15,Boone County,0,
KY,21,Kentucky,17,Bourbon County,0,
KY,21,Kentucky,19,Boyd County,0,
KY,21,Kentucky,21,Boyle County,0,
KY,21,Kentucky,23,Bracken County,0,
KY,21,Kentucky,25,Breathitt County,0,
KY,21,Kentucky,27,Breckinridge County,0,
KY,21,Kentucky,29,Bullitt County,0,
KY,21,Kentucky,31,Butler County,0,
KY,21,Kentucky,33,Caldwell County,0,
KY,21,Kentucky,35,Calloway County,0,
KY,21,Kentucky,37,Campbell County,0,
KY,21,Kentucky,39,Carlisle County,0,
KY,21,Kentucky,41,Carroll County,0,
KY,21,Kentucky,43,Carter County,0,
KY,21,Kentucky,45,Casey County,0,
KY,21,Kentucky,47,Christian County,0,
KY,21,Kentucky,49,Clark County,0,
KY,21,Kentucky,51,Clay County,0,
KY,21,Kentucky,53,Clinton County,0,
KY,21,Kentucky,55,Crittenden County,0,
KY,21,Kentucky,57,Cumberland County,0,
KY,21,Kentucky,59,Daviess County,0,
KY,21,Kentucky,61,Edmonson County,0,
KY,21,Kentucky,63,Elliott County,0,
KY,21,Kentucky,65,Estill County,0,
KY,21,Kentucky,67,Fayette County,0,
KY,21,Kentucky,69,Fleming County,0,
KY,21,Kentucky,71,Floyd County,0,
KY,21,Kentucky,73,Franklin County,0,
KY,21,Kentucky,75,Fulton County,0,
KY,21,Kentucky,77,Gallatin County,0,
KY,21,Kentucky,79,Garrard County,0,
KY,21,Kentucky,81,Grant County,0,
KY,21,Kentucky,83,Graves County,0,
KY,21,Kentucky,85,Grayson County,0,
KY,21,Kentucky,87,Green County,0,
KY,21,Kentucky,89,Greenup County,0,
KY,21,Kentucky,91,Hancock County,0,
KY,21,Kentucky,93,Hardin County,0,
KY,21,Kentucky,95,Harlan County,0,
KY,21,Kentucky,97,Harrison County,0,
KY,21,Kentucky,99,Hart County,0,
KY,21,Kentucky,101,Henderson County,0,
KY,21,Kentucky,103,Henry County,0,
KY,21,Kentucky,105,Hickman County,0,
KY,21,Kentucky,107,Hopkins County,0,
KY,21,Kentucky,109,Jackson County,0,
KY,21,Kentucky,111,Jefferson County,0,
KY,21,Kentucky,113,Jessamine County,0,
KY,21,Kentucky,115,Johnson County,0,
KY,21,Kentucky,117,Kenton County,0,
KY,21,Kentucky,119,Knott County,0,
KY,21,Kentucky,121,Knox County,0,
KY,21,Kentucky,123,Larue County,0,
KY,21,Kentucky,125,Laurel County,0,
KY,21,Kentucky,127,Lawrence County,0,
KY,21,Kentucky,129,Lee County,0,
KY,21,Kentucky,131,Leslie County,0,
KY,21,Kentucky,133,Letcher County,0,
KY,21,Kentucky,135,Lewis County,0,
KY,21,Kentucky,137,Lincoln County,0,
KY,21,Kentucky,139,Livingston County,0,
KY,21,Kentucky,141,Logan County,0,
KY,21,Kentucky,143,Lyon County,0,
KY,21,Kentucky,145,McCracken County,0,
KY,21,Kentucky,147,McCreary County,0,
KY,21,Kentucky,149,McLean County,0,
KY,21,Kentucky,151,Madison County,0,
KY,21,Kentucky,153,Magoffin County,0,
KY,21,Kentucky,155,Marion County,0,
KY,21,Kentucky,157,Marshall County,0,
KY,21,Kentucky,159,Martin County,0,
KY,21,Kentucky,161,Mason County,0,
KY,21,Kentucky,163,Meade County,0,
KY,21,Kentucky,165,Menifee County,0,
KY,21,Kentucky,167,Mercer County,0,
KY,21,Kentucky,169,Metcalfe County,0,
KY,21,Kentucky,171,Monroe County,0,
KY,21,Kentucky,173,Montgomery County,0,
KY,21,Kentucky,175,Morgan County,0,
KY,21,Kentucky,177,Muhlenberg County,0,
KY,21,Kentucky,179,Nelson County,0,
KY,21,Kentucky,181,Nicholas County,0,
KY,21,Kentucky,183,Ohio County,0,
KY,21,Kentucky,185,Oldham County,0,
KY,21,Kentucky,187,Owen County,0,
KY,21,Kentucky,189,Owsley County,0,
KY,21,Kentucky,191,Pendleton County,0,
KY,21,Kentucky,193,Perry County,0,
KY,21,Kentucky,195,Pike County,0,
KY,21,Kentucky,197,Powell County,0,
KY,21,Kentucky,199,Pulaski County,0,
KY,21,Kentucky,201,Robertson County,0,
KY,21,Kentucky,203,Rockcastle County,0,
KY,21,Kentucky,205,Rowan County,0,
KY,21,Kentucky,207,Russell County,0,
KY,21,Kentucky,209,Scott County,0,
KY,21,Kentucky,211,Shelby County,0,
KY,21,Kentucky,213,Simpson County,0,
KY,21,Kentucky,215,Spencer County,0,
KY,21,Kentucky,217,Taylor County,0,
KY,21,Kentucky,219,Todd County,0,
KY,21,Kentucky,221,Trigg County,0,
KY,21,Kentucky,223,Trimble County,0,
KY,21,Kentucky,225,Union County,0,
KY,21,Kentucky,227,Warren County,0,
KY,21,Kentucky,229,Washington County,0,
KY,21,Kentucky,231,Wayne County,0,
KY,21,Kentucky,233,Webster County,0,
KY,21,Kentucky,235,Whitley County,0,
KY,21,Kentucky,237,Wolfe County,0,
KY,21,Kentucky,239,Woodford County,0,
LA,22,Louisiana,1,Acadia Parish,0,
LA,22,Louisiana,3,Allen Parish,0,
LA,22,Louisiana,5,Ascension Parish,0,
LA,22,Louisiana,7,Assumption Parish,0,
LA,22,Louisiana,9,Avoyelles Parish,0,
LA,22,Louisiana,11,Beauregard Parish,0,
LA,22,Louisiana,13,Bienville Parish,0,
LA,22,Louisiana,15,Bossier Parish,0,
LA,22,Louisiana,17,Caddo Parish,0,
LA,22,Louisiana,19,Calcasieu Parish,0,
LA,22,Louisiana,21,Caldwell Parish,0,
LA,22,Louisiana,23,Cameron Parish,0,
LA,22,Louisiana,25,Catahoula Parish,0,
LA,22,Louisiana,27,Claiborne Parish,0,
LA,22,Louisiana,29,Concordia Parish,0,
LA,22,Louisiana,31,De Soto Parish,0,
LA,22,Louisiana,33,East Baton Rouge Parish,0,
LA,22,Louisiana,35,East Carroll Parish,0,
LA,22,Louisiana,37,East Feliciana Parish,0,
LA,22,Louisiana,39,Evangeline Parish,0,
LA,22,Louisiana,41,Franklin Parish,0,
LA,22,Louisiana,43,Grant Parish,0,
LA,22,Louisiana,45,Iberia Parish,0,
LA,22,Louisiana,47,Iberville Parish,0,
LA,22,Louisiana,49,Jackson Parish,0,
LA,22,Louisiana,51,Jefferson Parish,0,
LA,22,Louisiana,53,Jefferson Davis Parish,0,
LA,22,Louisiana,55,Lafayette Parish,0,
LA,22,Louisiana,57,Lafourche Parish,0,
LA,22,Louisiana,59,La Salle Parish,0,
LA,22,Louisiana,61,Lincoln Parish,0,
LA,22,Louisiana,63,Livingston Parish,0,
LA,22,Louisiana,65,Madison Parish,0,
LA,22,Louisiana,67,Morehouse Parish,0,
LA,22,Louisiana,69,Natchitoches Parish,0,
LA,22,Louisiana,71,Orleans Parish,0,
LA,22,Louisiana,73,Ouachita Parish,0,
LA,22,Louisiana,75,Plaquemines Parish,0,
LA,22,Louisiana,77,Pointe Coupee Parish,0,
LA,22,Louisiana,79,Rapides Parish,0,
LA,22,Louisiana,81,Red River Parish,0,
LA,22,Louisiana,83,Richland Parish,0,
LA,22,Louisiana,85,Sabine Parish,0,
LA,22,Louisiana,87,St. Bernard Parish,0,
LA,22,Louisiana,89,St. Charles Parish,0,
LA,22,Louisiana,91,St. Helena Parish,0,
LA,22,Louisiana,93,St. James Parish,0,
LA,22,Louisiana,95,St. John the Baptist Parish,0,
LA,22,Louisiana,97,St. Landry Parish,0,
LA,22,Louisiana,99,St. Martin Parish,0,
LA,22,Louisiana,101,St. Mary Parish,0,
LA,22,Louisiana,103,St. Tammany Parish,0,
LA,22,Louisiana,105,Tangipahoa Parish,0,
LA,22,Louisiana,107,Tensas Parish,0,
LA,22,Louisiana,109,Terrebonne Parish,0,
LA,22,Louisiana,111,Union Parish,0,
LA,22,Louisiana,113,Vermilion Parish,0,
LA,22,Louisiana,115,Vernon Parish,0,
LA,22,Louisiana,117,Washington Parish,0,
LA,22,Louisiana,119,Webster Parish,0,
LA,22,Louisiana,121,West Baton Rouge Parish,0,
LA,22,Louisiana,123,West Carroll Parish,0,
LA,22,Louisiana,125,West Feliciana Parish,0,
LA,22,Louisiana,127,Winn Parish,0,
ME,23,Maine,1,Androscoggin County,0,
ME,23,Maine,3,Aroostook County,0,
VT,50,Vermont,5,Caledonia County,1,
ME,23,Maine,7,Franklin County,0,
CT,9,Connecticut,7,Middlesex County,1,
ME,23,Maine,21,Piscataquis County,0,
NH,33,New Hampshire,7,Coos County,1,
ME,23,Maine,29,Washington County,0,
NJ,34,New Jersey,7,Camden County,1,
MD,24,Maryland,1,Allegany County,0,
MD,24,Maryland,3,Anne Arundel County,0,
NC,37,North Carolina,7,Anson County,1,
MD,24,Maryland,9,Calvert County,0,
MD,24,Maryland,11,Caroline County,0,
MD,24,Maryland,13,Carroll County,0,
OR,41,Oregon,7,Clatsop County,1,
MD,24,Maryland,17,Charles County,0,
MD,24,Maryland,19,Dorchester County,0,
RI,44,Rhode Island,7,Providence County,1,
MD,24,Maryland,23,Garrett County,0,
SC,45,South Carolina,7,Anderson County,1,
VT,50,Vermont,7,Chittenden County,1,
MD,24,Maryland,29,Kent County,0,
CT,9,Connecticut,9,New Haven County,1,
MD,24,Maryland,33,Prince George's County,0,
MD,24,Maryland,35,Queen Anne's County,0,
MD,24,Maryland,37,St. Mary's County,0,
MD,24,Maryland,39,Somerset County,0,
MD,24,Maryland,41,Talbot County,0,
FL,12,Florida,9,Brevard County,1,
MD,24,Maryland,45,Wicomico County,0,
MA,25,Massachusetts,9,Essex County,1,
NH,33,New Hampshire,9,Grafton County,1,
NC,37,North Carolina,9,Ashe County,1,
OR,41,Oregon,9,Columbia County,1,
RI,44,Rhode Island,9,Washington County,1,
MA,25,Massachusetts,7,Dukes County,0,
VA,51,Virginia,9,Amherst County,1,
WA,53,Washington,9,Clallam County,1,
CT,9,Connecticut,11,New London County,1,
FL,12,Florida,11,Broward County,1,
MA,25,Massachusetts,11,Franklin County,1,
MA,25,Massachusetts,19,Nantucket County,0,
NH,33,New Hampshire,11,Hillsborough County,1,
NY,36,New York,11,Cayuga County,1,
NC,37,North Carolina,11,Avery County,1,
PA,42,Pennsylvania,11,Berks County,1,
MI,26,Michigan,1,Alcona County,0,
MI,26,Michigan,3,Alger County,0,
MI,26,Michigan,5,Allegan County,0,
MI,26,Michigan,7,Alpena County,0,
MI,26,Michigan,9,Antrim County,0,
MI,26,Michigan,11,Arenac County,0,
MI,26,Michigan,13,Baraga County,0,
MI,26,Michigan,15,Barry County,0,
VT,50,Vermont,11,Franklin County,1,
MI,26,Michigan,21,Berrien County,0,
MI,26,Michigan,23,Branch County,0,
MI,26,Michigan,25,Calhoun County,0,
MI,26,Michigan,27,Cass County,0,
MI,26,Michigan,29,Charlevoix County,0,
MI,26,Michigan,31,Cheboygan County,0,
MI,26,Michigan,33,Chippewa County,0,
AZ,4,Arizona,13,Maricopa County,1,
MI,26,Michigan,37,Clinton County,0,
MI,26,Michigan,39,Crawford County,0,
MI,26,Michigan,41,Delta County,0,
MI,26,Michigan,43,Dickinson County,0,
MI,26,Michigan,45,Eaton County,0,
MI,26,Michigan,47,Emmet County,0,
CT,9,Connecticut,13,Tolland County,1,
MI,26,Michigan,51,Gladwin County,0,
MI,26,Michigan,53,Gogebic County,0,
MA,25,Massachusetts,13,Hampden County,1,
MI,26,Michigan,57,Gratiot County,0,
MI,26,Michigan,59,Hillsdale County,0,
MI,26,Michigan,61,Houghton County,0,
MI,26,Michigan,63,Huron County,0,
MI,26,Michigan,65,Ingham County,0,
MI,26,Michigan,67,Ionia County,0,
MI,26,Michigan,69,Iosco County,0,
MI,26,Michigan,71,Iron County,0,
NH,33,New Hampshire,13,Merrimack County,1,
MI,26,Michigan,75,Jackson County,0,
MI,26,Michigan,77,Kalamazoo County,0,
MI,26,Michigan,79,Kalkaska County,0,
MI,26,Michigan,81,Kent County,0,
MI,26,Michigan,83,Keweenaw County,0,
MI,26,Michigan,85,Lake County,0,
MI,26,Michigan,87,Lapeer County,0,
NJ,34,New Jersey,13,Essex County,1,
MI,26,Michigan,91,Lenawee County,0,
MI,26,Michigan,93,Livingston County,0,
MI,26,Michigan,95,Luce County,0,
MI,26,Michigan,97,Mackinac County,0,
MI,26,Michigan,99,Macomb County,0,
NY,36,New York,13,Chautauqua County,1,
MI,26,Michigan,103,Marquette County,0,
MI,26,Michigan,105,Mason County,0,
MI,26,Michigan,107,Mecosta County,0,
MI,26,Michigan,109,Menominee County,0,
OR,41,Oregon,13,Crook County,1,
MI,26,Michigan,113,Missaukee County,0,
MI,26,Michigan,115,Monroe County,0,
MI,26,Michigan,117,Montcalm County,0,
